워싱턴,뉴시스,이재준,기자,미국,노동부,일,월,일,기준,주간,신규,실업,수당,청구,건수,절조,정치,전주,대비,만,건,만,건,기록,발표,이,시장,예상,만,건,만,건,상회,주,연속,만,명,하회,년,이래,최장,기간,만,명,노동부,변동,주간,평균,실업,수당,청구,건수,전주,건,만,건,실험,보험,수령자,작년,동기,이상,만,명,실업,경제학자,완전,고용,생각,수준,근접,월,미국,근로자,년,연,환산,대폭,임금,상승,기록,현지,고용,시장,견조,확인,상황,일,미국,노동부,발표,월,고용,통계,농업,고용,전월,대비,만,명,증가,것,경제,전문가,예상
요르단,뉴시스,김재영,기자,세계,인구,년,억,명,일,유엔,인구,기관,말,개발,상국,청소년,인구,급증,우려,지적,유엔,인구,기금,일,세계,인구,보고서,공개,세,소녀,복리,환경,세계,발전,여부,지표,주시,말,세계,세,인구,억,만,명,중,개발,도상,후진국,거기,세,아이,중,소녀,교육,보건,안전,소년,평등,대우,데,장애물,것
도쿄,연합뉴스,김정선,특파원,일본,정부,자국,영해,인근,외딴섬,가운데,주인,개,국유,방침,통신,일,보도,마쓰모토,준,영토,문제,담당,이날,참의원,환태평양,경제,동반자,협정,특별,위원회,일본,배타,경제,수역,영해,인근,낙도,중,소유자,개,올해,안,국유재산,등록,계획,마쓰모토,담당,국유재산,대장,작성,필요,측량,데이터,정리,올해,안,전망,말,일본,정부,년,영해,기점,외딴섬,개,조사,결과,개,주인,곳,확인,국유,방침,추진,것,년,월,당시,야마모토,이치타,해양,정책,담당,일본,정부,민간,업자,위탁,섬,소유자,정보,면적,등,조사,국유,이후,구체,관리,방법,본격,검토,바,일본,정부,올해,월,해양,관리,낙도,보전,관리,방법,기본,방침,개정,국가,관리,필요,인정,국경,주변,낙도,일부,토지,매입,기타,필요,조치,강구,문안,추가,일본,정부,년,국유,센카쿠,중국,댜오위다오,열도,교도,연합뉴스,자료,사진
모스크바,연합뉴스,유철종,특파원,러시아,미국,행정부,대등,입장,협력,준비,블라디미르,푸틴,러시아,대통령,일,현지,시간,푸틴,대통령,이날,크렘린,궁,연례,의회,국정,연설,대등,상호,이익,원칙,바탕,양자,관계,정상,발전,것,중요,내년,월,출범,도널드,트럼프,미국,대통령,정권,협력,기대,표시,그,세계,지역,문제,해결,양국,협력,국제,사회,이익,부합,나라,국제,안보,안정,보장,대량살상무기,확산,방지,체제,강화,공통,책임,주장,국제,테러리즘,대결,미국,협력,러시아,외국,파트너,우리,적,우리,친구,필요,러시아,이익,침해,무시,용납,것,경고,전략,균형,훼손,시도,위험,지구,재앙,수,점,시,지적,푸틴,이날,연설,상당,부분,경제,사회,문제,할애,그,러시아,경제,년,침체기,끝,거시,경제,안정,회복,산업,생산,증가세,농업,군수,산업,분야,성장세,설명,군수,산업,올해,성장,예상,농업,분야,수출,무기,수출,억,달러,규모,억,달러,달성,것,소개,인플레,감소세,지난해,인플레,올해,이하,것,내년,목표치,도달,것,이,경제,성장,기반,것,예상,년,러시아,경제,성장,세계,평균,장률,정부,지시,근년,러시아,경제,성장,차질,근본,원인,서방,제재,유가,등,외부,요인,것,투자,재원,첨단,기술,전문,인력,부족,경쟁,등,내부,문제,지적,푸틴,밖,러시아,사회,고질,병폐,부패,전쟁,중요,강조,부패,연루,자,지위,고하,처벌,것,강조,사법,기관,부패,척결,작업,업적,시,쇼,철저,전문가,추진,주문,러시아,수사,당국,지난달,중순,알렉세이,류카,예프,경제,개발,부,장관,수뢰,혐의,전격,체포,언론,동원,선전전,것,염두,발언,해석,류카,예프,장관,러시아,최대,국영석,유기업,스테프,티,국영석,유기업,바슈,프티,지분,인수,긍정,평가,대가,로스,프티,측,만,달러,억,원,뇌물,혐의,지난달,일,전격,체포,뒤,장관,직,해임,블라디미르,푸틴,러시아,대통령,일,현지,시간,모스크바,크렘린,궁,연례,의회,국정,연설,타스,연합뉴스
여객기,안,술,행패,혐의,미국,법정,대,한국인,치과,의사,씨,재판부,씨,징역,년,형,벌금,달러,선고,동료,명,탄원서,제출,세,노모,판사,앞,무릎,재판부,범죄,실형,선고,씨,월,부산,괌,대한항공,여객기,술,화장실,담배,승무원,적발,이후,맥주,요구,거절,난동,시작,승무원,테이저,건,승객,나,손발,끝,제압,체포,인터뷰,존,콕스,항공,전문가,비행기,운항,중,승무원,업무,방해,행위,연방,법,위반,때문,체포,실형,선고,씨,앞,괌,미,연방,교도소,형기,미국,승무원,업무,방해,혐의,최대,년,징역형,만,달러,우리,돈,억,원,벌금형,수,중범죄,월,기내,요가,난동,대,한국인,남성,천만,원,배상,판결,뉴스,허솔지,허솔지,기자
앵커,트,비행기,추락,참사,브라질,샤페,코,엔시,팀,결승전,예정,콜롬비아,팀,희생자,우승컵,양보,비행기,추락,원인,연료,부족,때문,박영관,특파원,보도,리포트,남미,클럽,대항전,코파,수다,메리,카나,결승전,예정,콜롬비아,메데인,축구장,흰옷,꽃,촛불,축구,팬,경기장,비행기,추락,참사,브라질,샤페,코,엔시,선수,추모,관중,승리,응원,대신,눈물,결승전,상대,아틀레,티코,나시오날,팀,샤페,코,엔시,선수,우승컵,양보,인터뷰,산체스,콜롬비,축구,팬,가족,비극,것,가슴,희생자,아버지,형제,조카,콜롬비아,당국,명,목숨,비행기,추락,원인,연료,부족,때문,가능,사고,비행기,회수,블랙박스,음성,녹음,당시,상황,녹취,관제탑,조종사,교신,선회,비행,수,연료,부족,비상,상황,착륙,지시,요청,겁니다,결국,연료,비행기,공항,활주로,추락,대형,참사,상파울루,뉴스,박영관,박영관,기자
앵커,트,술,채,여객기,안,행패,대,한국인,치과,의사,미국,법원,징역,년,형,선고,여객기,난동,비행기,안전,위험,중범죄,용납,수,게,미국,법원,판단,허솔지,기자,리포트,여객기,안,술,행패,혐의,미국,법정,대,한국인,치과,의사,씨,재판부,씨,징역,년,형,벌금,달러,선고,동료,명,탄원서,제출,세,노모,판사,앞,무릎,재판부,범죄,실형,선고,씨,월,부산,괌,대한항공,여객기,술,화장실,담배,승무원,적발,이후,맥주,요구,거절,난동,시작,승무원,테이저,건,승객,나,손발,끝,제압,체포,인터뷰,존,콕스,항공,전문가,비행기,운항,중,승무원,업무,방해,행위,연방,법,위반,때문,체포,실형,선고,씨,앞,괌,미,연방,교도소,형기,미국,승무원,업무,방해,혐의,최대,년,징역형,만,달러,우리,돈,억,원,벌금형,수,중범죄,월,기내,요가,난동,대,한국인,남성,천만,원,배상,판결,뉴스,허솔지,허솔지,기자
제네바,연합뉴스,이광철,특파원,시리아,정부군,알레포,반군,점령,지역,장악,피란민,규모,스타,데,미스,투라,유엔,시리아,특사,일,현지,시간,최근,며칠,정부군,공격,알레포,동부,만,명,행렬,말,시리아,내전,이후,알레포,난민,만,명,시리아,인도주의,담당,얀,엘란,정부군,관할,알레포,서부,만,명,식량,비축,대피소,만,명,가량,피난민,부족,양,말,그,의약품,외과,수술,지하실,마취,상황,미스,투라,특사,시리아,러시아,구호물자,전달,환자,이송,휴전,제안,거부,러시아,측,유엔,제안,대신,알레포,인도주의,차원,탈출,통로,설치,문제,논의,말,러시아,지원,시리아,정부군,지난달,일,대대,공격,나,알레포,북동부,대부분,회복,알레포,반군,통제,지역,주,만,정부군,연합뉴스
페트로,포로,셴,코,우크라,대통령,뉴스,서울,뉴스,정은지,기자,우크라이나,크림,반,인근,미사일,발사,시험,계획,강행,러시아,마찰,예상,통신,일,현지,시간,보도,우크라이나,일,러시아,병합,크림,반,인근,흑,상공,미사일,발사,시험,예정,페트로,포로,셴,코,우크라,대통령,이날,트위터,우리,우크라,국민,이익,행동,것,아무,우리,수,우크라이나,년,러시아,크림,불법,병합,동부,지역,반군,지원,주장,국방부,대변인,것,계획,진행,우크라이나,국제법,위반,말,강행,지,강조,통신,우크라이나,이번,훈련,무인기,대공,미사일,시스템,도,동원,국방부,크림,반도,지역,이내,미사일,실험,것,현지,언론,우크라이나,미사일,발사,시험,강행,경우,러시아,이,대상,타격,가능,설명,우크라,외무부,러시아,외무부,국방부,당국자,우크라이나,이번,훈련,항의,메시지,등,러시아,이번,훈련,주권,국제법,위반,것,이,관련,드미트리,페스코프,러시아,크렘린,대변인,러시아,영공,인접,지역,미사일,시험,것,민간,항공기,운항,위험,초래,수,경고,저작,뉴스,코리아,무단,전재,배포,금지
서울,뉴시스,김재영,기자,유로존,개국,월,실업,년,최저치,기록,일,유럽연합,통계,국,유로스,월,유로존,실업,발표,월,실업,하향,말,유로존,실업,아래,년,이후,처음,강조,독일,실업,인,반면,포르투갈,그리스,최근,통계,월,기록,유로존,만,명,일자리,년,전,만,명,수,유로존,실업,년,초,정점,뒤,조금,세계,금융,위기,시작,직전,년,월,유로존,청년,실업,년,전,전체,개국,실업,년,월,이후,최저,수준
브뤼셀,연합뉴스,김병수,특파원,월,유럽,실업,년,만,최저치,기록,것,유럽연합,공식,통계,기구,유로,스타트,일,개,회원국,월,실업,기록,년,월,이후,최저치,기록,유로,사용,개,회원국,유로존,월,실업,년,월,이후,수준,추세,침체,유럽,경제,회복,뒷받침,것,해석,유로,스타트,지난달,개,회원국,실업자,수,천,만,명,개,유로존,국가,실업자,수,천,만,명,추정,월,실업,월,포인트,것,작년,월,포인트,것,유로존,월,실업,월,포인트,작년,월,포인트,하락
앵커,트럼프,당선,미국,증오,범죄,흑인,이민자,타깃,증오,창궐,표현,학교,현장,정도,한인,우려,부소,특파원,기자,백인,여성,무슬림,추방,것,엄포,무슬림,비난,여성,여자,추방,거,당신,마찬가지,페이스북,말,아랑곳,학교,증오,범죄,위험,지대,미네소타,고등학교,화장실,흑인,아프리카,백인,전용,문구,선명,복도,트럼프,지지,피켓,학생,무슬림,여성,히잡,공격,트럼프,당선,후,일,에스라,알,증오,범죄,피해자,트럼프,당선,일,만큼,증오,범죄,수,대선,이후,열흘,간,전국,건,증오,범죄,접수,증오,범죄,절반,이상,흑인,이민자,표적,콜로라도,중학교,백인,학생,라틴,학생,트럼프,너희,전기,개목,걸이,것,위협,것,정도
런던,연합뉴스,황정우,특파원,테,리사,메이,영국,총리,내무,장관,재임,지난해,내무부,불법,민자,자녀,학교,입학,거부,강경,이민,억제,방안,추진,것,영국,방송,자사,입수,내각,사무처,문서,인용,일,현지,시간,보도,보도,내무부,부모,불법,민자,학교,측,이,자녀,입학,기회,순서,바닥,방안,제시,입학,승인,이후,불법,거주자,입학,기회,철회,수,지난해,여름,당시,메이,내무부,이민자,데이비드,캐머런,내각,목표,달성,이민법,개정안,논의,관련,내각,위원회,방안,익명,관계자,부처,손,피,기억,내무부,제안,이민법,개정안,채택,문서,불법,이민,감축,학교,입학,기회,이용,정책,자극,비판,걱정,위원회,참여,부처,사이,존재,당시,교육부,장관,니키,모건,캐머런,총리,계획,우려,전달,편지,차례,모건,장관,편지,불법,민자,정부,태도,아이,교육,정서,이슈,적용,방,안,우려,말,그,방안,언론,상당,주목,정치,압력,입학,과정,안정,것,방안,채택,데,메이,장관,분노,것,보도,이,정부,정부,정책,고려,때,광범위,수단,궁극,수단,선택,장관,말,관련,논의,사실,시인,야당,노동당,예비,내각,교육,담당,안젤라,레이너,의원,방안,비난,그,부모,배경,이유,아이,입학,교육,권리,거부,것,것,질타,한편,월,브렉,시트,국민,투표,영국,주한,시민,것,통계청,이날,공개,이민자,통계,작년,월,월,년,간,영국,주한,출신,만,천,명,이전,년,만,천,명,증가,이,개월,년,대상,기간,집계,이민자,통계,역대,최고,이주민,증가,출신,순,이민자,수,이민,유입,이민,유출,만,천,명,사상,최고,기록,기간,출신,지역,출신,포함,전체,영국,순,이민자,만,천,명,사상,번,통계청,노동력,서베이,조사,결과,월,영국,일자리,작년,기간,만,천,개,증가,일자리,증가,영국,국적,국적,몫,월,브렉,시트,국민,투표,탈퇴,결정,데,이민자,통제,강화,여론,자리
선양,연합뉴스,홍창,특파원,중국,정부,청년,창업,준비,등,농촌,창업,대대,권유,중국,국무원,일,반향,귀향,하향,농촌,감,인원,창업,창신,지지,농촌,차,산업,융합,발전,촉진,의견,의견,발표회,개최,관영,신화,통신,보도,문화,대혁명,년,때,마오쩌둥,노동,학습,농촌,취지,지식인,학생,농촌,하방,운동,비교,국무원,이날,조치,하방,해석,천샤오,농업부,부부,장,차관,발표회,우리,대졸자,퇴직,군인,과학,기술,농민공,등,귀향,권유,도시,과밀화,한계,반면,농촌,대단위,농업,특색,농업,가공품,전자,상거래,농촌,관광,등,차,산업,바탕,차,산업,융합,가능,창업,여지,강조,천,부부,장,이번,발표,의견,귀향,인원,정착,행정,절차,재정,등,각종,뒷받침,규정,대상,계층,적극,참여,설명,그,귀향,인원,번,문제,분야,참가,방식,도입,것,기존,창업,창신,방식,농업,경영,방식,결합,시너지,효과,창출,것,기대,말,농촌,차,산업,융합,창업,창신,성공,비교,예상,방식,경제,활성,실업,해소,농촌,빈곤,탈출,등,동시,달성,일각,세계,경제,침체,속,중국,당국,도시,실업,해소,농촌,현대,하방,운동,분석,중국,정부,청년,창업,준비,등,농촌,창업,창신,것,권유,문건,채택,적극,시행,일,천샤오,농업부,부부,장,기자,회견,모습
도쿄,연합뉴스,석유,수출국,기구,원유,생산,감축,합의,중국,제조업,지수,호조,등,일,도쿄,증시,강세,닛케이,평균,주가,지수,전일,대비,상승,연초,이후,개월,만,최고가,사진,이날,외환,거래,회사,전광판,엔,달러,환율,그래프,표시,모습
워싱턴,연합뉴스,일,현지,시간,미국,워싱턴,연방,의회,사당,마이크,펜스,왼쪽,번,미,부통령,당선인,트럼프,당선인,백악관,비서,실장,임명,라인스,프리,버스,왼쪽,폴,라이언,하원,의장,면담
베이징,연합뉴스,일,중국,경보,중국,사회과,학원,재경,전략,연구원,최근,발표,주,택발,보고,주택,시장,위험,측,시스템,분석,결과,전국,개,대,중규모,도시,주택,가격,과도,평가,중국,부동산,재벌,왕,젠,린,그룹,회장,이,중국,부동산,거품,도시,진전,시장,붕괴,이르지,것,전망,사진,왕,젠,린,가운데,회장,일,베이징,내년,광시,사이클,투어,개최,국제,사이클,연맹,협약,체결,식,문서,교환,모습
스페인,소설가,에두아르도,멘도사,사진,스페인어,권위,문학상,세르반테스,올해,수상자,일간,파이스,등,현지,언론,일,현지,시간,보도,년,스페인,바르셀로나,멘도사,대학,법학,공부,년,년,미국,뉴욕,유엔,통역사,일,멘도사,세르반테스,시작,스페인,소설,사실주의,바탕,유머,아이러니,자신,문학,세계,평가,우리,나라,사건,진실,구르,브,연락,경이,도시,외출,등,번역,스페인,문화부,주관,세르반테스,수상자,스페인,국내,작가,중남미,스페인어,작가,선정,상금,만,유로,억,만,원,시상식,소설,돈키호테,저자,미겔,데,세르반테스,기일,내년,월,일,개최,조성민,기자
경향신문,개,회원국,년,만,일,일,원유,최대,생산량,만,배럴,텍사스,유,하루,만,달러,급,등,달러,수,트럼프,자국,석유,시추,금지,해제,산업,활성,땐,감산,효과,물거품,도널드,트럼프,미국,대통령,당선자,ㅣ,모하메드,살레,알,장,석유,수출국,기구,개,회원국,년,이후,년,만,감산,합의,지난달,일,현지,시간,오스트리아,빈,총회,회원국,하루,최대,원유,생산량,만,배럴,줄,만,배럴,데,합의,감산,소식,국제,유가,급등,이날,뉴욕,상업,거래소,미국,서부,텍사스,원유,내년,월,도분,전날,달러,배럴,달러,거래,런던,대륙,간,거래소,내년,월,도분,브렌트,유도,전날,달러,배럴,달러,마감,전문가,달러,안팎,유가,내년,달러,수,전망,유가,타격,회원국,한숨,안심,미국,이익,최우선,공언,도널드,트럼프,미국,대통령,당선자,취임,때문,년,이후,미국,셰일가스,업체,치킨,게임,재정,난,사우디아라비아,경제,파탄,베네수엘라,나이지리아,경제,제재,이란,회원국,각국,트럼프,석유,전쟁,트럼프,대선,기간,미국,에너지,독립,강조,타깃,세계,유량,이상,차지,국가,그,미국,인질,비난,대통령,사우디,석유,수입,위협,그,취임,후,석유,산업,전반,규제,그동안,석유,시추,금지,지역,개방,신규,일자리,만,개,창출,환경,오염,신경,눈치,애초,그,기후,변화,날조,것,주장,사람,트럼프,정부,원유,생산량,감산,효과,제한,수,미국,에너지,정보,청,미국,원유,억,배럴,회원국,수입,트럼프,미국,국제,에너지,시장,역할,일,합의,그,힘,과시,수,마지막,기회,수,보도,백악관,국가,안보,보좌관,내정,마이클,플린,트럼프,취임,유가,협잡,이상,것,말,영국,가디언,트럼프,취임,후,유가,하락,가능,것,내부,분열,걱정거리,초,경제,제재,이란,석유,수출,량,처지,이번,합의,현재,만,배럴,생산,수준,유지,사우디,감산,압박,경제,회복,중요,사우디,등,동결,허용,증산,이란,년,하루,만,배럴,생산,목표,바클레,이즈,증권,만장일치,합의,실제,감산,이란,불안,요소,중,하나,지목,과거,세계,석유,시장,좌지우지,힘,쇠퇴,지,산,유량,부동,위,자랑,사우디,미국,러시아,역전,허용,바,내부,단합,예전,비교,수,미국,이상,인질,으름장,트럼프,집권,황금,전적,의지,회원국,앞날,투명,심진,기자
유엔,안전,보장,사회,뉴스,서울,뉴스,정은지,기자,중국,유엔,안전,보장,사회,북한,차,핵실험,대응,제재,결의,채택,데,성실,집행,것,중국,외교부,대변인,일,현지,시간,정례,브리핑,결의,호,중국,정부,입장,질문,류,제이,유엔,대사,이,관련,중국,입장,설명,말,그,결의,호,국제,사회,북한,핵,개발,계획,반대,입장,한반도,동북아시아,평화,안정,유지,외교,정치,방식,이,해결,뜻,표명,말,대변인,제재,내용,이번,결의안,안보리,결심,것,정상,경제,무역,활동,부정,영향,의사,점,호,결의,전면,균형,집행,주장,이,중국,한반도,비핵화,실현,견지,당사국,최대한,대화,재개,한반도,긴장,해소,자,회담,재개,것,과제,말,그,관련,국,긴장,고조,언행,자제,중국,사드,한반도,배치,반대,관련,국,배치,프로세스,중단,강조,이,대,사,유엔,결의안,북한,핵,개발,프로그램,반대,국제,사회,공통,입장,자,회담,재개,등,평화,외교,정치,방법,문제,해결책,류,대사,중국,당사자,정전,협정,평화,협정,데,관심,것,촉구,중국,자,회담,틀,내,관련,문제,해결,견해,대화,협상,진전,점,고수,것,말,저작,뉴스,코리아,무단,전재,배포,금지
경향신문,암스,베르크,부총재,인터뷰,아시아,인프라,투자,은행,세계,저성장,시대,돌파,중요,상징,것,요아힘,폰,암스,베르크,정책,전략,담당,부총재,사진,지난달,일,중국,베이징,경향신문,인터뷰,한국,중국,유럽,경험,사회,인프라,투자,경제,성장,말,그,국제,사회,무역,협력,발전,개발,상국,발언,국제기구,협력,상징,것,강조,이번,인터뷰,중국,광명,일보,진행,독일,출신,암스,베르크,세계,은행,년,근무,부총재,개발,금융,전문가,암스,베르크,부총재,미국,금융,질서,대항,중국,설립,의견,얘기,부인,그,세계,은행,아시아개발은행,등,협력체,개발,상국,개발,자금,수요,만족,수요,공급,격차,세계,은행,등,역량,것,목표,말,개,창립,회원국,이외,캐나다,벨기에,등,개국,추가,가입,논의,이,역할,국제,사회,기대,것,의미,암스,베르크,부총재,홍기택,산업,은행장,부총재,직,한국,역할,그,홍,전,부총재,개인,사유,휴직,것,홍,전,부총재,사퇴,압력,부총재,직,각국,정부,파견,자리,세계,은행,총재,임명,은행,관리자,뿐,말,한국,고위직,유지,은행,의사,결정,각국,이해관계,대변,개,이사국,지위,말,암스,베르크,부총재,개발,사업,선정,기준,경제,측면,지속,가능,에너지,개발,등,환경,측면,중요,한국,기업,프로젝트,참여,말,그,내년,투자,금액,올해,배,명,직원,규모,등,은행,역량,데,집중,것,말,베이징,글,박재현,기자,사진,상훈,선임,기자
앵커,일본,독자,개발,스텔스,전투기,번,시험,비행,성공,중국,내년,초,실전,배치,스텔스,입,한중일,나라,경쟁,치열,도쿄,최호원,특파원,취재,기자,기체,비행기,활주로,일본,독자,개발,중,스텔스,전투기,기체,레이더,전파,흡수,탄소,섬유,부착,미쓰,비시,중공업,제작,월,월,차례,시험,비행,월,일본,정부,정식,납품,인도,일본,방위,장비,청,지난달,일,번,시험,비행,성공,일본,언론,보도,일본,스텔스,개발,기술,성능,확인,단계,스텔스,기술,모두,자체,개발,것,판단,년,이후,미국,합작,개발,추진,복안,월,미국,스텔스,전투기,대,도입,시작,중국,자체,스텔스,전투기,젠,내년,초,실전,배치,우리,나라,년,대,순차,도입,점,고려,조치,레이더,상대국,침투,스텔스,입,경쟁,동북아,군사,균형,영향,영상,편집,철민,최호원,기자
